id,prompt_length,response_length,source,type,quality_score,destination
6873f395ab6f30e36b3be25265b9ccf1,112,4912,synthetic,detailed_planning,5,Marrakech
f2377282febc1326a73646682fad12c0,113,4570,synthetic,detailed_planning,5,La Paz
7b57744bae64db35505516854f971f13,122,5635,synthetic,detailed_planning,5,Lisbon
b12f1c8906b2db41dda6ad5b8c25e49d,120,5125,synthetic,detailed_planning,5,Manila
7881b43a3a3ebcf8275499e84b442c1f,125,5362,synthetic,detailed_planning,5,Barcelona
69d4ce58d23f639dee649398ee10e9de,137,5222,synthetic,detailed_planning,5,Singapore
79dfd33c7473b8898a32cc5e9dde5088,101,3639,synthetic,detailed_planning,5,Manila
f3bc48e04703b61c6fc2c04456194f36,115,4276,synthetic,detailed_planning,5,Nairobi
cc8356d9256e012be4b524c5fbf9c45d,141,4557,synthetic,detailed_planning,5,La Paz
b96d2f3247db08aeffbff23a705399bf,111,4928,synthetic,detailed_planning,5,Singapore
05d4a05aac4a2e1197e07a2ef5dfc155,108,3840,synthetic,detailed_planning,5,Manila
23c74ffcf5122dbc2f81b1a01c1f2b87,118,4945,synthetic,detailed_planning,5,Jakarta
5b2300e76bf4cbf9b54da1ae79adac5e,124,3999,synthetic,detailed_planning,5,Rio de Janeiro
919d4dd32a603eaa43207c593d1cc6a2,129,4993,synthetic,detailed_planning,5,Marrakech
e6291887438e892bbb4bd6db32556501,115,3435,synthetic,detailed_planning,5,Kuala Lumpur
591dbf6e42f4e61e1979d278ecc2b3ff,120,5253,synthetic,detailed_planning,5,Quito
4bb992109294e679918cbc20a0462454,119,4046,synthetic,detailed_planning,5,Rio de Janeiro
35e2fe994c2fdb57f9e8114f1afb1b0a,152,5515,synthetic,detailed_planning,5,Ho Chi Minh City
ed9207d474597a74c016588d23b27df6,109,4930,synthetic,detailed_planning,5,Prague
32b3ebcf43edb0b774f587a2142b1dc9,123,4404,synthetic,detailed_planning,5,Beijing
57e344c2cd7a983c50abe9d20709f761,117,4193,synthetic,detailed_planning,5,Berlin
0b2a20b9b6fcc2537581bc5b4f6ea7b8,131,4715,synthetic,detailed_planning,5,Panama City
dda6c8d044859003f08598ef3db8ac3a,129,4793,synthetic,detailed_planning,5,Rio de Janeiro
607a93384068196283be53da77cdc0b7,106,4182,synthetic,detailed_planning,5,Berlin
d89cedaf91687be15d92df4eeb2390d9,105,4176,synthetic,detailed_planning,5,Reykjavik
0de3625ebcfb4da58d744f9d96df5fff,134,4324,synthetic,detailed_planning,5,Bali
2665faf06b99fd04d70615f15319066a,106,4477,synthetic,detailed_planning,5,Hanoi
4686504b9ae156107188c260e7e17165,120,5248,synthetic,detailed_planning,5,La Paz
5f330c7c2850ca03e11321f5572fd0ba,122,5042,synthetic,detailed_planning,5,Amsterdam
fc6126b0c898c90ebb8e51f9314d9df4,107,4162,synthetic,detailed_planning,5,Rome
b0e2646efbc0aa9d8a78fc8bc1856954,126,5157,synthetic,detailed_planning,5,Quito
e3b18bf641894ade8d5bb8a6c1cb18c5,108,6748,synthetic,detailed_planning,5,London
4886b6f4f9e2a9ede634ae8a3b62a991,104,3503,synthetic,detailed_planning,5,Yangon
8b7ec9e86c27eadc300dd9e5b83ea753,111,4482,synthetic,detailed_planning,5,Panama City
b0e96a9ca568c084cd11a59b341a4bf0,128,5242,synthetic,detailed_planning,5,Istanbul
1e2be46b52114fa33c5a1bb5a494b870,129,3858,synthetic,detailed_planning,5,Dubai
728609641d7482bd316005ffe6f0491b,104,3363,synthetic,detailed_planning,5,Male
1de153148b0846ed9917b6f9f295dde2,123,5101,synthetic,detailed_planning,5,Lima
b35673223c784dd28a2ea6f1da0d0b2a,118,3674,synthetic,detailed_planning,5,Phuket
d902e0d7d811b30ead73cf5ede1fc4a1,120,4929,synthetic,detailed_planning,5,Marrakech
762acb06777e4e0aad038798c24541c9,124,4304,synthetic,detailed_planning,5,Tokyo
0e349c1e6a147c7d5e42aa21c413dac6,133,4923,synthetic,detailed_planning,5,Ho Chi Minh City
fcd5ce68ccdcc3eb75b7f49b28769238,119,4126,synthetic,detailed_planning,5,Panama City
92a289ff02306330c611907a856b5cdd,132,4759,synthetic,detailed_planning,5,Bogota
23f5f93764c69a51667e6e4be70dddb4,111,4040,synthetic,detailed_planning,5,Delhi
b4d30a1249f7c84e67a6c39640e2c43e,136,4667,synthetic,detailed_planning,5,San Jose
18e670fd36ce57e9f65548c7fe9225fb,118,4838,synthetic,detailed_planning,5,Reykjavik
2bdafbb8104c6b1a5054e560da4fbf38,106,4076,synthetic,detailed_planning,5,Colombo
d2a6b508a02bec1c81907976d8f7218b,118,3713,synthetic,detailed_planning,5,Panama City
99d3ad86c75e6202cae0dd9edb70c9db,149,4791,synthetic,detailed_planning,5,Rio de Janeiro
28412fece3c2225a67e9c47c0d3ac135,113,4607,synthetic,detailed_planning,5,Amsterdam
9c4ea64311e884c83c90bb21313c6c7d,118,5067,synthetic,detailed_planning,5,Quito
02e3c4067b0cf564810c05e7575878ca,123,5093,synthetic,detailed_planning,5,London
5e3749dbd86cf4cab77c1e87796cc5a2,123,4046,synthetic,detailed_planning,5,Lima
1d7760f9313a80a26bf95d3cc3405c1a,117,4000,synthetic,detailed_planning,5,San Jose
188b0f3c3198592852fc16cb95b8f99d,97,5817,synthetic,detailed_planning,5,Havana
